rent_price,deposit_cost,year_built,floor,size,type,location,prefecture
37500,0,2015,,23.65,1K Apartment,"AsahiWatari-gun Watari-cho,",Miyagi
37000,0,2013,,26.57,1K Apartment,"FunaokaShibata-gun Shibata-machi,",Miyagi
41000,0,2016,,25.89,1K Apartment,"KajikaKakuda-shi, Miyagi",Miyagi
49550,0,2010,2/2F,19.87,1K Apartment,"KoriyamaSendai-shi Taihaku-ku,",Miyagi
57050,0,2000,2/2F,49.68,2DK Apartment,"KuryuSendai-shi Aoba-ku,",Miyagi
50050,0,2003,2/2F,23.18,1K Apartment,"SakaeSendai-shi Miyagino-ku,",Miyagi
39550,0,2005,2/2F,22.35,1K Apartment,"YamadauenodaichoSendai-shi Taihaku-ku,",Miyagi
59550,0,2008,2/2F,19.87,1K Apartment,"UrashibatamachiSendai-shi Wakabayashi-ku,",Miyagi
57550,0,2006,2/2F,49.20,2DK Apartment,"JonanTagajo-shi, Miyagi",Miyagi
44550,0,1998,1/2F,19.87,1K Apartment,"NishinakadaSendai-shi Taihaku-ku,",Miyagi
54550,0,1999,1/2F,20.28,1K Apartment,"AraiSendai-shi Wakabayashi-ku,",Miyagi
33050,0,2000,1/2F,20.28,1K Apartment,"NitomachiKakegawa-shi, Shizuoka",Shizuoka
45550,0,2001,2/2F,19.87,1K Apartment,"ShimonagakuboSunto-gun Nagaizumi-cho,",Shizuoka
40550,0,2008,2/3F,20.81,1K Apartment,"AsahiShimada-shi, Shizuoka",Shizuoka
47550,0,2000,2/2F,49.68,2DK Apartment,"MatsuokaFuji-shi, Shizuoka",Shizuoka
43550,0,2005,1/2F,21.81,1K Apartment,"KishichoShimada-shi, Shizuoka",Shizuoka
34550,0,1997,3/3F,28.98,1DK Apartment,"KawanarijimaFuji-shi, Shizuoka",Shizuoka
62550,0,2002,2/2F,49.68,2DK Apartment,"KoyashikiYaizu-shi, Shizuoka",Shizuoka
38550,0,2006,2/2F,19.87,1K Apartment,"MasagochoNumazu-shi, Shizuoka",Shizuoka
34550,0,1999,3/3F,20.28,1K Apartment,"OtsukaNumazu-shi, Shizuoka",Shizuoka
45050,0,2005,1/2F,22.35,1K Apartment,"MarikoShizuoka-shi Suruga-ku,",Shizuoka
45550,0,2001,1/2F,23.18,1K Apartment,"MotoichibaFuji-shi, Shizuoka",Shizuoka
48550,0,2003,2/2F,49.68,2DK Apartment,"HigashibaraNumazu-shi, Shizuoka",Shizuoka
50540,0,2000,1/2F,20.28,1K Apartment,"OokaNumazu-shi, Shizuoka",Shizuoka
51550,0,2008,2/2F,40.46,2DK Apartment,"MatsuokaFuji-shi, Shizuoka",Shizuoka
55050,0,2000,2/2F,40.95,2DK Apartment,"HonzawaiHamamatsu-shi Hamakita-ku,",Shizuoka
40550,0,2006,1/3F,19.87,1K Apartment,"SoechichoNumazu-shi, Shizuoka",Shizuoka
43550,0,2009,3/3F,19.87,1K Apartment,"EkikitaYaizu-shi, Shizuoka",Shizuoka
52050,0,2000,2/2F,49.68,2DK Apartment,"YaizuYaizu-shi, Shizuoka",Shizuoka
52550,0,2004,1/2F,23.72,1K Apartment,"GotembaGotemba-shi, Shizuoka",Shizuoka
44050,0,2009,3/3F,19.87,1K Apartment,"EkikitaYaizu-shi, Shizuoka",Shizuoka
51050,0,1997,2/2F,52.99,2DK Apartment,"YakushichoHamamatsu-shi Higashi-ku,",Shizuoka
47050,0,2003,2/2F,19.87,1K Apartment,"ShimotogariSunto-gun Nagaizumi-cho,",Shizuoka
51550,0,2000,2/2F,49.68,2DK Apartment,"MatsuokaFuji-shi, Shizuoka",Shizuoka
46050,0,2010,2/2F,46.94,1LDK Apartment,Kambara koganeShizuoka-shi,Shizuoka
43550,0,2005,2/2F,26.08,1K Apartment,"MatsunagaNumazu-shi, Shizuoka",Shizuoka
47050,0,2002,1/2F,23.18,1K Apartment,"TakayanagiFujieda-shi, Shizuoka",Shizuoka
158000,316000,1992,4/5F,76.30,2LDK Apartment,"TojiShimoda-shi, Shizuoka",Shizuoka
48050,0,2000,2/2F,49.68,2DK Apartment,"ShimodaYaizu-shi, Shizuoka",Shizuoka
39500,0,2010,,19.87,1K Apartment,"NishiasadaHamamatsu-shi Naka-ku,",Shizuoka
36500,0,2010,,19.87,1K Apartment,"NakazawachoHamamatsu-shi Naka-ku,",Shizuoka
66500,0,2018,1/3F,30.57,1R Apartment,"SannomaruMito-shi, Ibaraki",Ibaraki
45050,0,2002,1/2F,23.18,1K Apartment,"YamashitachoHitachiota-shi, Ibaraki",Ibaraki
50050,0,1994,2/2F,22.35,1K Apartment,"TakenochiNaka-shi, Ibaraki",Ibaraki
56050,0,2009,2/2F,46.94,1LDK Apartment,"OkazeriChikusei-shi, Ibaraki",Ibaraki
52550,0,2008,1/2F,43.06,1LDK Apartment,"FujigaokaRyugasaki-shi, Ibaraki",Ibaraki
51550,0,2002,2/2F,23.18,1K Apartment,"KuriyaKashima-shi, Ibaraki",Ibaraki
52550,0,2002,2/2F,23.18,1K Apartment,"KuriyaKashima-shi, Ibaraki",Ibaraki
58050,0,2002,2/2F,23.18,1K Apartment,"Shimotsuma otsuShimotsuma-shi,",Ibaraki
28500,0,,,23.18,1K Apartment,"WatarichoMito-shi, Ibaraki",Ibaraki
47050,0,2002,2/2F,23.18,1K Apartment,"SugayaNaka-shi, Ibaraki",Ibaraki
40500,0,,,23.18,1K Apartment,"WatarichoMito-shi, Ibaraki",Ibaraki
43500,0,,,20.81,1K Apartment,"NakanarusawachoHitachi-shi, Ibaraki",Ibaraki
63050,0,2007,2/2F,43.06,1LDK Apartment,"HasukawarashimmachiTsuchiura-shi, Ibaraki",Ibaraki
49050,0,2008,1/2F,19.87,1K Apartment,"UmezonoTsukuba-shi, Ibaraki",Ibaraki
64550,0,2009,3/4F,20.23,1K Apartment,"MiyamachiMito-shi, Ibaraki",Ibaraki
62550,0,2018,2/3F,26.08,1R Apartment,"SannomaruMito-shi, Ibaraki",Ibaraki
34550,0,2006,2/2F,19.87,1K Apartment,"BunkyoMito-shi, Ibaraki",Ibaraki
62550,58500,2007,2/2F,31.05,1K Apartment,"ToyokamachiJoso-shi, Ibaraki",Ibaraki
55050,0,2009,2/2F,28.02,1K Apartment,"OjimaShimotsuma-shi, Ibaraki",Ibaraki
50050,0,2008,2/2F,23.18,1K Apartment,"IwaiBando-shi, Ibaraki",Ibaraki
55550,0,2009,4/4F,20.81,1K Apartment,"ChuoMito-shi, Ibaraki",Ibaraki
40550,0,2010,2/2F,46.94,1LDK Apartment,"HimegoMito-shi, Ibaraki",Ibaraki
74550,0,2018,2/3F,38.62,1LDK Apartment,"SannomaruMito-shi, Ibaraki",Ibaraki
58050,0,2008,1/2F,19.87,1K Apartment,"KawaguchiTsuchiura-shi, Ibaraki",Ibaraki
50050,0,2003,2/2F,23.18,1K Apartment,"YukiYuki-shi, Ibaraki",Ibaraki
39000,0,1963,4/4F,49.20,3DK Apartment,"NakaneHitachinaka-shi, Ibaraki",Ibaraki
55050,0,2009,1/2F,23.61,1K Apartment,"NishisakuragawaSakuragawa-shi, Ibaraki",Ibaraki
36550,0,2006,1/2F,26.49,1K Apartment,"IshikawaMito-shi, Ibaraki",Ibaraki
51050,0,2004,1/2F,23.18,1K Apartment,"ShimpukujiYuki-shi, Ibaraki",Ibaraki
45050,0,2000,2/2F,40.95,2DK Apartment,"TajirichoHitachi-shi, Ibaraki",Ibaraki
104000,0,2017,4/8F,38.08,1LDK Apartment,"AsatoNaha-shi, Okinawa",Okinawa
66500,0,2015,5/6F,21.31,1K Apartment,"MaejimaNaha-shi, Okinawa",Okinawa
59500,0,2010,3/3F,23.50,1K Apartment,"MatsuoNaha-shi, Okinawa",Okinawa
57500,0,2006,3/3F,23.18,1K Apartment,"OjanaGinowan-shi, Okinawa",Okinawa
55500,0,2020,2/3F,25.10,1K Apartment,"IjuNakagami-gun Nakagusuku-son,",Okinawa
56500,0,2008,3/3F,23.50,1K Apartment,"SobeNaha-shi, Okinawa",Okinawa
47500,0,2012,1/2F,26.37,1K Apartment,"Ozato nakamaNanjo-shi,",Okinawa
127800,0,2022,1/3F,59.91,2LDK Apartment,"GinowanGinowan-shi, Okinawa",Okinawa
54500,0,2013,1/3F,23.48,1K Apartment,"MiharaNaha-shi, Okinawa",Okinawa
45500,0,2008,2/3F,23.50,1K Apartment,"GusukumaUrasoe-shi, Okinawa",Okinawa
65500,0,2006,3/3F,20.28,1K Apartment,"ChatanNakagami-gun Chatan-cho,",Okinawa
61500,0,2017,2/2F,23.18,1K Apartment,"IshikawaUruma-shi, Okinawa",Okinawa
48500,0,2012,3/3F,24.46,1K Apartment,"OjanaGinowan-shi, Okinawa",Okinawa
55500,0,2010,2/3F,22.05,1K Apartment,"MiharaNaha-shi, Okinawa",Okinawa
55500,0,2009,2/2F,23.18,1K Apartment,"TabaUruma-shi, Okinawa",Okinawa
60050,0,2005,2/2F,23.18,1K Apartment,"UmusanomoriNago-shi, Okinawa",Okinawa
55500,0,2008,2/2F,23.18,1K Apartment,"MinamitobaruOkinawa-shi, Okinawa",Okinawa
55500,0,2006,2/3F,20.44,1K Apartment,"KanagusukuNaha-shi, Okinawa",Okinawa
64500,0,2018,4/4F,25.10,1K Apartment,"YorimiyaNaha-shi, Okinawa",Okinawa
54050,0,2011,1/2F,23.18,1K Apartment,"MatsugawaNaha-shi, Okinawa",Okinawa
47500,0,2011,1/2F,23.18,1K Apartment,"SembaruNakagami-gun Nishihara-cho,",Okinawa
55500,0,2010,2/2F,19.87,1K Apartment,"MatsuoNaha-shi, Okinawa",Okinawa
58500,0,2016,2/2F,23.18,1K Apartment,"AgenaUruma-shi, Okinawa",Okinawa
55500,0,2015,1/3F,23.50,1K Apartment,"NakaimaNaha-shi, Okinawa",Okinawa
52500,0,2009,2/2F,23.18,1K Apartment,"KanegusukuShimajiri-gun Haebaru-cho,",Okinawa
49500,0,2005,1/2F,23.18,1K Apartment,"EsuUruma-shi, Okinawa",Okinawa
48500,0,2009,2/2F,23.18,1K Apartment,"KojaOkinawa-shi, Okinawa",Okinawa
67500,0,2009,4/4F,21.41,1K Apartment,"NishiNaha-shi, Okinawa",Okinawa
43050,0,2012,1/3F,26.71,1K Apartment,"MaeharaGinowan-shi, Okinawa",Okinawa
57500,0,2009,2/2F,23.18,1K Apartment,"OnahaNakagami-gun Nishihara-cho,",Okinawa
67050,0,2000,2/2F,49.68,2DK Apartment,"YoshiharaYamagata-shi, Yamagata",Yamagata
58050,0,2000,2/2F,40.95,2DK Apartment,"JimbaminamiYamagata-shi, Yamagata",Yamagata
47050,0,2007,2/2F,22.35,1K Apartment,"AkoyachoYamagata-shi, Yamagata",Yamagata
32000,0,1976,3/5F,39.83,2DK Apartment,"Kubotamachi kubotaYonezawa-shi,",Yamagata
52000,0,1983,1/5F,53.08,3DK Apartment,"TakaradaTsuruoka-shi, Yamagata",Yamagata
43000,0,1990,1/5F,53.08,3DK Apartment,"MitsumadoriNanyo-shi, Yamagata",Yamagata
31000,0,1971,5/5F,33.51,2K Apartment,"TachiyagawaYamagata-shi, Yamagata",Yamagata
46550,0,2000,2/2F,19.87,1K Apartment,"AkoyachoYamagata-shi, Yamagata",Yamagata
46000,0,1992,1/5F,53.08,3DK Apartment,"Banseicho ushimoriYonezawa-shi,",Yamagata
31000,0,1975,4/5F,33.61,2K Apartment,"KamegasakiSakata-shi, Yamagata",Yamagata
40000,0,1990,2/5F,53.08,3DK Apartment,"MitsumadoriNanyo-shi, Yamagata",Yamagata
35000,0,1971,2/5F,33.51,2K Apartment,"TachiyagawaYamagata-shi, Yamagata",Yamagata
38000,0,1990,4/5F,53.08,3DK Apartment,"MitsumadoriNanyo-shi, Yamagata",Yamagata
35000,0,1992,5/5F,53.08,3DK Apartment,"Banseicho ushimoriYonezawa-shi,",Yamagata
32000,0,1976,3/5F,39.83,2DK Apartment,"Kubotamachi kubotaYonezawa-shi,",Yamagata
31000,0,1975,4/5F,33.61,2K Apartment,"KamegasakiSakata-shi, Yamagata",Yamagata
49050,0,2005,1/3F,23.18,1K Apartment,"ItsukamachiYamagata-shi, Yamagata",Yamagata
36000,0,1975,1/5F,33.61,2K Apartment,"KamegasakiSakata-shi, Yamagata",Yamagata
36000,0,1978,1/5F,39.83,2DK Apartment,"RokutaHigashine-shi, Yamagata",Yamagata
38000,0,1978,1/5F,53.96,3DK Apartment,"RokutaHigashine-shi, Yamagata",Yamagata
48000,0,1983,1/5F,53.08,3DK Apartment,"TakaradaTsuruoka-shi, Yamagata",Yamagata
36000,0,1978,1/5F,39.83,2DK Apartment,"RokutaHigashine-shi, Yamagata",Yamagata
45050,0,2008,2/2F,28.02,1K Apartment,"RinsenjiYonezawa-shi, Yamagata",Yamagata
43000,0,1990,2/5F,53.08,3DK Apartment,"MitsumadoriNanyo-shi, Yamagata",Yamagata
35000,0,1978,3/5F,53.96,3DK Apartment,"RokutaHigashine-shi, Yamagata",Yamagata
44000,0,1976,1/5F,51.77,3DK Apartment,"Kubotamachi kubotaYonezawa-shi,",Yamagata
26000,0,1970,3/5F,33.51,2K Apartment,"KitakunomotoTendo-shi, Yamagata",Yamagata
36000,0,1978,2/5F,39.83,2DK Apartment,"RokutaHigashine-shi, Yamagata",Yamagata
44000,0,1992,2/5F,53.08,3DK Apartment,"Banseicho ushimoriYonezawa-shi,",Yamagata
32000,0,1971,3/5F,33.51,2K Apartment,"TachiyagawaYamagata-shi, Yamagata",Yamagata
53500,0,2003,1/2F,19.87,1K Apartment,"YoshidaWakayama-shi, Wakayama",Wakayama
54500,0,2008,2/2F,28.02,1K Apartment,"Koyaguchicho fushiharaHashimoto-shi,",Wakayama
40500,0,2005,1/2F,23.18,1K Apartment,"NakanoshimaWakayama-shi, Wakayama",Wakayama
44500,0,2009,2/2F,23.18,1K Apartment,"KuinoseWakayama-shi, Wakayama",Wakayama
39500,0,1999,2/2F,19.87,1K Apartment,"MukaiWakayama-shi, Wakayama",Wakayama
62550,0,2007,2/2F,49.20,2DK Apartment,"ImbeWakayama-shi, Wakayama",Wakayama
37500,0,2003,1/2F,22.70,1K Apartment,"HiraiWakayama-shi, Wakayama",Wakayama
46500,0,2008,2/2F,23.61,1K Apartment,"OtaniWakayama-shi, Wakayama",Wakayama
51000,0,2002,1/2F,23.18,1K Apartment,"HatakeIwade-shi, Wakayama",Wakayama
38500,0,2007,1/2F,20.28,1K Apartment,"HiraiWakayama-shi, Wakayama",Wakayama
54500,0,2008,1/2F,23.61,1K Apartment,"Sudacho shimohyogoHashimoto-shi,",Wakayama
46500,0,2004,2/2F,26.08,1K Apartment,"IchishojiWakayama-shi, Wakayama",Wakayama
39500,0,2008,1/2F,23.18,1K Apartment,"SakaedaniWakayama-shi, Wakayama",Wakayama
41500,0,2002,1/2F,23.18,1K Apartment,"SakaedaniWakayama-shi, Wakayama",Wakayama
48500,0,2008,1/2F,20.28,1K Apartment,"NishikuramaechoWakayama-shi, Wakayama",Wakayama
61500,0,2007,1/2F,23.18,1K Apartment,"KishigamiHashimoto-shi, Wakayama",Wakayama
35500,0,2002,1/2F,23.18,1K Apartment,"NogawaWakayama-shi, Wakayama",Wakayama
45500,0,2004,2/2F,19.87,1K Apartment,"KobitomachiminaminochoWakayama-shi, Wakayama",Wakayama
57000,0,2010,1/2F,40.26,1LDK Apartment,"NogawaWakayama-shi, Wakayama",Wakayama
36500,0,2007,1/2F,23.18,1K Apartment,"SakaedaniWakayama-shi, Wakayama",Wakayama
46500,0,2008,2/3F,23.18,1K Apartment,"KitadejimaWakayama-shi, Wakayama",Wakayama
46500,0,2004,2/2F,22.35,1K Apartment,"KimiideraWakayama-shi, Wakayama",Wakayama
43500,0,2006,1/2F,23.60,1K Apartment,"KinomotoWakayama-shi, Wakayama",Wakayama
51500,0,2010,1/2F,21.20,1K Apartment,"KubochoWakayama-shi, Wakayama",Wakayama
49500,0,2003,1/2F,19.87,1K Apartment,"OdaWakayama-shi, Wakayama",Wakayama
48550,0,1999,2/2F,19.87,1K Apartment,"KozakiWakayama-shi, Wakayama",Wakayama
49550,0,2000,2/2F,40.95,2DK Apartment,"HoshiyaWakayama-shi, Wakayama",Wakayama
58550,0,2006,2/2F,49.68,2DK Apartment,"Matsue kitaWakayama-shi,",Wakayama
48500,0,2008,2/2F,28.02,1K Apartment,"IchishojiWakayama-shi, Wakayama",Wakayama
41500,0,2008,2/2F,19.87,1K Apartment,"Kitashin bakuromachiWakayama-shi,",Wakayama
54000,0,2015,1/2F,20.03,1K Apartment,"WakabachoSasebo-shi, Nagasaki",Nagasaki
55000,0,2011,1/2F,25.06,1K Apartment,"ShirahaechoSasebo-shi, Nagasaki",Nagasaki
50000,0,2009,2/2F,19.87,1K Apartment,"KatsutomichoSasebo-shi, Nagasaki",Nagasaki
46000,0,2007,1/2F,19.87,1K Apartment,"InarichoSasebo-shi, Nagasaki",Nagasaki
50550,0,2007,1/2F,19.87,1K Apartment,"GionchoSasebo-shi, Nagasaki",Nagasaki
37550,0,2007,2/2F,19.87,1K Apartment,"NishikiNagasaki-shi, Nagasaki",Nagasaki
52550,0,2011,1/2F,29.47,1K Apartment,"ShirahaechoSasebo-shi, Nagasaki",Nagasaki
55550,0,2014,2/2F,26.50,1R Apartment,"YamazumichoSasebo-shi, Nagasaki",Nagasaki
41000,0,2010,,19.87,1K Apartment,"KamikoshimaNagasaki-shi, Nagasaki",Nagasaki
52550,0,2019,1/2F,22.54,1K Apartment,"IwamimachiNagasaki-shi, Nagasaki",Nagasaki
57550,0,2007,2/2F,19.87,1K Apartment,"AsahimachiNagasaki-shi, Nagasaki",Nagasaki
60550,0,2015,1/4F,27.80,1R Apartment,"KatsutomichoSasebo-shi, Nagasaki",Nagasaki
53550,0,2009,1/2F,19.87,1K Apartment,"ImabukuchoSasebo-shi, Nagasaki",Nagasaki
58550,0,2008,2/2F,23.18,1K Apartment,"TenjinSasebo-shi, Nagasaki",Nagasaki
43000,0,1974,1/5F,33.54,2K Apartment,"HinamigoNishisonogi-gun Togitsu-cho,",Nagasaki
44000,0,1974,1/5F,33.54,2K Apartment,"HinamigoNishisonogi-gun Togitsu-cho,",Nagasaki
39000,0,,,20.28,1K Apartment,"NishitogitsugoNishisonogi-gun Togitsu-cho,",Nagasaki
37000,0,2003,,23.71,1K Apartment,"Ainomachi koUnzen-shi,",Nagasaki
39000,0,,,20.28,1K Apartment,"EbiraNagasaki-shi, Nagasaki",Nagasaki
33000,0,,,19.87,1K Apartment,"NishikiNagasaki-shi, Nagasaki",Nagasaki
35000,0,,,19.87,1K Apartment,"NishikitamachiNagasaki-shi, Nagasaki",Nagasaki
42000,0,,,19.87,1K Apartment,"MinamimachiNagasaki-shi, Nagasaki",Nagasaki
34000,0,,,19.87,1K Apartment,"NishiyamahommachiNagasaki-shi, Nagasaki",Nagasaki
33000,0,2007,,19.87,1K Apartment,"NishikiNagasaki-shi, Nagasaki",Nagasaki
40000,0,2005,,19.87,1K Apartment,"KamikoshimaNagasaki-shi, Nagasaki",Nagasaki
33000,0,,,19.87,1K Apartment,"TsujimachiNagasaki-shi, Nagasaki",Nagasaki
36000,0,2007,,19.87,1K Apartment,"NameshiNagasaki-shi, Nagasaki",Nagasaki
41000,0,2002,,20.28,1K Apartment,"YanohiraNagasaki-shi, Nagasaki",Nagasaki
34000,0,2007,,19.87,1K Apartment,"NameshiNagasaki-shi, Nagasaki",Nagasaki
39000,0,,,19.87,1K Apartment,"OkitamachiOmura-shi, Nagasaki",Nagasaki
50550,0,2003,1/2F,19.87,1K Apartment,"HigashidoriAkita-shi, Akita",Akita
56550,0,2006,2/2F,20.28,1K Apartment,"Higashidori nakamachiAkita-shi,",Akita
39550,0,2002,1/3F,23.18,1K Apartment,"Higashidori nakamachiAkita-shi,",Akita
44550,0,2004,2/2F,19.87,1K Apartment,"Senshu jokamachiAkita-shi,",Akita
25000,0,1983,5/5F,53.08,3DK Apartment,"NishimonaiOgachi-gun Ugo-machi,",Akita
26000,0,1975,4/5F,33.61,2K Apartment,"ShimizuchoYuzawa-shi, Akita",Akita
42000,0,1979,1/5F,39.83,2DK Apartment,"HirasawaNikaho-shi, Akita",Akita
45000,0,1987,4/5F,53.08,3DK Apartment,"Tsuchizakiminato nishiAkita-shi,",Akita
35000,0,1976,2/5F,38.06,2DK Apartment,"Iitagawa iizukaKatagami-shi,",Akita
34000,0,1979,5/5F,39.83,2DK Apartment,"HirasawaNikaho-shi, Akita",Akita
25000,0,1975,5/5F,33.61,2K Apartment,"ShimizuchoYuzawa-shi, Akita",Akita
44000,0,1998,3/3F,53.50,3DK Apartment,"TochiyaDaisen-shi, Akita",Akita
37000,0,1976,1/5F,38.06,2DK Apartment,"Iitagawa iizukaKatagami-shi,",Akita
25000,0,1983,5/5F,53.08,3DK Apartment,"NishimonaiOgachi-gun Ugo-machi,",Akita
26000,0,1975,4/5F,33.61,2K Apartment,"ShimizuchoYuzawa-shi, Akita",Akita
26000,0,1983,5/5F,53.08,3DK Apartment,"NishimonaiOgachi-gun Ugo-machi,",Akita
43000,0,1988,5/5F,53.08,3DK Apartment,"Araya matsumimachiAkita-shi,",Akita
35000,0,1976,2/5F,38.06,2DK Apartment,"Iitagawa iizukaKatagami-shi,",Akita
27000,0,1969,3/4F,28.98,2K Apartment,"OsumiAkita-shi, Akita",Akita
28000,0,1983,2/5F,53.08,3DK Apartment,"NishimonaiOgachi-gun Ugo-machi,",Akita
43000,0,1988,5/5F,53.08,3DK Apartment,"Araya matsumimachiAkita-shi,",Akita
22000,0,1969,3/4F,28.98,2K Apartment,"OsumiAkita-shi, Akita",Akita
25000,0,1975,5/5F,33.61,2K Apartment,"ShimizuchoYuzawa-shi, Akita",Akita
30000,0,1975,2/5F,33.61,2K Apartment,"ShimizuchoYuzawa-shi, Akita",Akita
44000,0,1988,4/5F,53.08,3DK Apartment,"Araya matsumimachiAkita-shi,",Akita
29000,0,1969,2/4F,28.98,2K Apartment,"OsumiAkita-shi, Akita",Akita
31000,0,1976,4/5F,38.06,2DK Apartment,"Iitagawa iizukaKatagami-shi,",Akita
37000,0,1979,4/5F,39.83,2DK Apartment,"HirasawaNikaho-shi, Akita",Akita
28000,0,1969,1/4F,28.98,2K Apartment,"OsumiAkita-shi, Akita",Akita
26000,0,1975,4/5F,33.61,2K Apartment,"ShimizuchoYuzawa-shi, Akita",Akita
48550,0,1991,9/9F,21.75,1K Apartment,"OimatsuchoKurashiki-shi, Okayama",Okayama
49550,0,2001,2/2F,40.95,2DK Apartment,"OtamiOkayama-shi Naka-ku,",Okayama
58050,0,2011,2/2F,28.02,1K Apartment,"TsukurachoOkayama-shi Kita-ku,",Okayama
44050,0,2010,1/4F,20.81,1K Apartment,"SeikibashiOkayama-shi Kita-ku,",Okayama
39550,0,2006,2/2F,19.87,1K Apartment,"HiranoOkayama-shi Kita-ku,",Okayama
60050,0,2000,2/2F,49.68,2DK Apartment,"ShimonakanoOkayama-shi Kita-ku,",Okayama
51050,0,2006,2/3F,20.28,1K Apartment,"ShimoifukuOkayama-shi Kita-ku,",Okayama
62550,0,1997,2/2F,40.57,2DK Apartment,"TakasukaKurashiki-shi, Okayama",Okayama
42050,0,2010,1/2F,21.81,1K Apartment,"ShimadahommachiOkayama-shi Kita-ku,",Okayama
45050,0,1997,2/2F,39.74,2DK Apartment,"MatsushinchoOkayama-shi Higashi-ku,",Okayama
38050,0,2010,3/3F,20.28,1K Apartment,"ShinyashikichoOkayama-shi Kita-ku,",Okayama
47050,0,2003,2/2F,26.08,1K Apartment,Daianji nakamachiOkayama-shi,Okayama
50050,0,2009,2/2F,20.28,1K Apartment,"MinamigataOkayama-shi Kita-ku,",Okayama
74050,0,2008,3/3F,19.87,1K Apartment,"HigashishimadachoOkayama-shi Kita-ku,",Okayama
49050,0,2018,1/2F,26.08,1R Apartment,"MatsushinchoOkayama-shi Higashi-ku,",Okayama
49050,0,2005,1/2F,22.35,1K Apartment,"MiyamaeKurashiki-shi, Okayama",Okayama
71050,0,2015,1/2F,23.04,1R Apartment,"HigashishimadachoOkayama-shi Kita-ku,",Okayama
43050,0,2008,1/2F,23.61,1K Apartment,"TakamatsuOkayama-shi Kita-ku,",Okayama
38050,0,1996,2/2F,20.28,1K Apartment,"ShimonakanoOkayama-shi Kita-ku,",Okayama
51050,0,2009,2/2F,20.28,1K Apartment,"MinamigataOkayama-shi Kita-ku,",Okayama
42540,0,2004,1/2F,19.87,1K Apartment,"BakurochoKurashiki-shi, Okayama",Okayama
45050,0,2008,1/2F,20.42,1K Apartment,"TokuboKurashiki-shi, Okayama",Okayama
41050,0,2005,1/2F,22.35,1K Apartment,"NakashoKurashiki-shi, Okayama",Okayama
45550,0,2002,2/2F,23.18,1K Apartment,"MiyamaeKurashiki-shi, Okayama",Okayama
60050,0,2017,1/2F,27.53,1R Apartment,"TakasukaKurashiki-shi, Okayama",Okayama
51550,0,2006,1/2F,22.35,1K Apartment,"NiwaseOkayama-shi Kita-ku,",Okayama
55050,0,1999,2/2F,46.37,2DK Apartment,"NakaseKurashiki-shi, Okayama",Okayama
47050,0,2008,2/2F,24.85,1K Apartment,"TokuboKurashiki-shi, Okayama",Okayama
73050,0,2000,3/3F,20.28,1K Apartment,"EkimotomachiOkayama-shi Kita-ku,",Okayama
51040,47500,2001,2/2F,40.95,2DK Apartment,"MakabeSoja-shi, Okayama",Okayama
41000,0,2010,1/2F,20.40,1K Apartment,"SugawaraKitakyushu-shi Tobata-ku,",Fukuoka
25000,0,2010,1/3F,20.81,1K Apartment,"MakiyamaKitakyushu-shi Tobata-ku,",Fukuoka
58000,0,2014,2/2F,25.89,1K Apartment,"UmebayashiFukuoka-shi Jonan-ku,",Fukuoka
43000,0,1998,1/2F,19.87,1K Apartment,"NanakumaFukuoka-shi Jonan-ku,",Fukuoka
52000,0,2007,1/2F,23.61,1K Apartment,"HonjohigashiKitakyushu-shi Yahatanishi-ku,",Fukuoka
32500,0,2010,1/3F,19.87,1K Apartment,"JonammachiKurume-shi, Fukuoka",Fukuoka
47000,0,2002,1/2F,19.87,1K Apartment,"MatobaFukuoka-shi Minami-ku,",Fukuoka
49000,0,2007,1/3F,20.81,1K Apartment,"JonoKitakyushu-shi Kokuraminami-ku,",Fukuoka
55000,0,2009,4/4F,19.87,1K Apartment,"ChayamaFukuoka-shi Jonan-ku,",Fukuoka
49000,0,2009,1/2F,23.61,1K Apartment,"TsukigumaFukuoka-shi Hakata-ku,",Fukuoka
42500,0,2009,1/2F,22.35,1K Apartment,"KoboOkawa-shi, Fukuoka",Fukuoka
42000,0,2007,1/2F,19.87,1K Apartment,"HigashioriomachiKitakyushu-shi Yahatanishi-ku,",Fukuoka
40000,0,1999,1/2F,19.87,1K Apartment,"NanakumaFukuoka-shi Jonan-ku,",Fukuoka
46000,0,2005,1/2F,19.87,1K Apartment,"KashiiekihigashiFukuoka-shi Higashi-ku,",Fukuoka
51000,0,2000,1/2F,49.68,2DK Apartment,"MinamigataKitakyushu-shi Kokuraminami-ku,",Fukuoka
41500,0,2009,1/2F,20.28,1K Apartment,"MiimachiKurume-shi, Fukuoka",Fukuoka
38000,0,2006,1/3F,19.87,1K Apartment,"ShirahagimachiKitakyushu-shi Kokurakita-ku,",Fukuoka
51000,0,2008,2/2F,22.35,1K Apartment,"KoyanoseKitakyushu-shi Yahatanishi-ku,",Fukuoka
40000,0,2000,2/2F,20.28,1K Apartment,"MinamigataKitakyushu-shi Kokuraminami-ku,",Fukuoka
29000,0,2008,1/4F,19.87,1K Apartment,"HagizakimachiKitakyushu-shi Kokurakita-ku,",Fukuoka
42000,0,1999,2/2F,20.28,1K Apartment,"HiigawaFukuoka-shi Jonan-ku,",Fukuoka
42000,0,2010,4/4F,20.81,1K Apartment,"ShiraganeKitakyushu-shi Kokurakita-ku,",Fukuoka
